4.21,-0.05,0.12,-9.79,0.0022,-0.002,0.1394
4.22,-0.07,0.11,-9.79,0.0022,-0.0018,0.1398
4.23,-0.07,0.11,-9.78,0.0022,-0.002,0.1398
4.24,-0.08,0.13,-9.8,0.0022,-0.0018,0.1404
4.25,-0.08,0.11,-9.79,0.002,-0.002,0.1404
4.26,-0.08,0.1,-9.82,0.0024,-0.002,0.1408
4.27,-0.07,0.11,-9.81,0.0022,-0.0018,0.141
4.28,-0.09,0.12,-9.79,0.0022,-0.0018,0.1412
4.29,-0.06,0.11,-9.8,0.0022,-0.002,0.1416
4.3,-0.08,0.12,-9.79,0.0022,-0.002,0.1418
4.31,-0.09,0.09,-9.79,0.0024,-0.0018,0.1422
4.32,-0.09,0.12,-9.81,0.0022,-0.0018,0.1424
4.33,-0.06,0.11,-9.81,0.0022,-0.002,0.1428
4.34,-0.1,0.13,-9.79,0.0024,-0.0018,0.143
4.35,-0.07,0.1,-9.79,0.0022,-0.0018,0.1432
4.36,-0.07,0.13,-9.78,0.0022,-0.002,0.1434
4.37,-0.08,0.12,-9.8,0.0024,-0.0018,0.1438
